"","pkg","dataset","varname","grouping","nlev","type","error"
"1607","MASS","snails","Temp:15","Exposure",4,"prop","ok"
"1608","MASS","snails","Temp:20","Exposure",4,"prop","ok"
"1609","MASS","snails","N:20","Exposure",4,"prop","ok"
"1610","MASS","snails","Exposure","Rel.Hum",4,"t pool.sd","ok"
"1611","MASS","snails","Exposure","Rel.Hum",4,"t !pool.sd","ok"
"1612","MASS","snails","Exposure","Rel.Hum",4,"wilcox","ok"
"1613","MASS","snails","Exposure","Rel.Hum",4,"tukey","ok"
"1614","MASS","snails","Temp","Rel.Hum",4,"t pool.sd","ok"
"1615","MASS","snails","Temp","Rel.Hum",4,"t !pool.sd","ok"
"1616","MASS","snails","Temp","Rel.Hum",4,"wilcox","ok"
"1617","MASS","snails","Temp","Rel.Hum",4,"tukey","ok"
"1618","MASS","snails","Deaths","Rel.Hum",4,"t pool.sd","ok"
"1619","MASS","snails","Deaths","Rel.Hum",4,"t !pool.sd","ok"
"1620","MASS","snails","Deaths","Rel.Hum",4,"wilcox","ok"
"1621","MASS","snails","Deaths","Rel.Hum",4,"tukey","ok"
"1622","MASS","snails","N","Rel.Hum",4,"t pool.sd","ok"
"1623","MASS","snails","N","Rel.Hum",4,"t !pool.sd","data are essentially constant"
"1624","MASS","snails","N","Rel.Hum",4,"wilcox","ok"
"1625","MASS","snails","N","Rel.Hum",4,"tukey","ok"
"1626","MASS","snails","Species:A","Rel.Hum",4,"prop","ok"
"1627","MASS","snails","Species:B","Rel.Hum",4,"prop","ok"
"1628","MASS","snails","Exposure:1","Rel.Hum",4,"prop","ok"
"1629","MASS","snails","Exposure:2","Rel.Hum",4,"prop","ok"
"1630","MASS","snails","Exposure:3","Rel.Hum",4,"prop","ok"
"1631","MASS","snails","Exposure:4","Rel.Hum",4,"prop","ok"
"1632","MASS","snails","Temp:10","Rel.Hum",4,"prop","ok"
"1633","MASS","snails","Temp:15","Rel.Hum",4,"prop","ok"
"1634","MASS","snails","Temp:20","Rel.Hum",4,"prop","ok"
"1635","MASS","snails","N:20","Rel.Hum",4,"prop","ok"
"1636","MASS","snails","Exposure","Temp",3,"t pool.sd","ok"
"1637","MASS","snails","Exposure","Temp",3,"t !pool.sd","ok"
"1638","MASS","snails","Exposure","Temp",3,"wilcox","ok"
"1639","MASS","snails","Exposure","Temp",3,"tukey","ok"
"1640","MASS","snails","Rel.Hum","Temp",3,"t pool.sd","ok"
"1641","MASS","snails","Rel.Hum","Temp",3,"t !pool.sd","ok"
"1642","MASS","snails","Rel.Hum","Temp",3,"wilcox","ok"
"1643","MASS","snails","Rel.Hum","Temp",3,"tukey","ok"
"1644","MASS","snails","Deaths","Temp",3,"t pool.sd","ok"
"1645","MASS","snails","Deaths","Temp",3,"t !pool.sd","ok"
"1646","MASS","snails","Deaths","Temp",3,"wilcox","ok"
"1647","MASS","snails","Deaths","Temp",3,"tukey","ok"
"1648","MASS","snails","N","Temp",3,"t pool.sd","ok"
"1649","MASS","snails","N","Temp",3,"t !pool.sd","data are essentially constant"
"1650","MASS","snails","N","Temp",3,"wilcox","ok"
"1651","MASS","snails","N","Temp",3,"tukey","ok"
"1652","MASS","snails","Species:A","Temp",3,"prop","ok"
"1653","MASS","snails","Species:B","Temp",3,"prop","ok"
"1654","MASS","snails","Exposure:1","Temp",3,"prop","ok"
"1655","MASS","snails","Exposure:2","Temp",3,"prop","ok"
"1656","MASS","snails","Exposure:3","Temp",3,"prop","ok"
"1657","MASS","snails","Exposure:4","Temp",3,"prop","ok"
"1658","MASS","snails","Rel.Hum:60","Temp",3,"prop","ok"
"1659","MASS","snails","Rel.Hum:65.8","Temp",3,"prop","ok"
"1660","MASS","snails","Rel.Hum:70.5","Temp",3,"prop","ok"
"1661","MASS","snails","Rel.Hum:75.8","Temp",3,"prop","ok"
"1662","MASS","snails","N:20","Temp",3,"prop","ok"
"1663","MASS","survey","Wr.Hnd","Fold",3,"t pool.sd","ok"
"1664","MASS","survey","Wr.Hnd","Fold",3,"t !pool.sd","ok"
"1665","MASS","survey","Wr.Hnd","Fold",3,"wilcox","ok"
"1666","MASS","survey","Wr.Hnd","Fold",3,"tukey","ok"
"1667","MASS","survey","NW.Hnd","Fold",3,"t pool.sd","ok"
"1668","MASS","survey","NW.Hnd","Fold",3,"t !pool.sd","ok"
"1669","MASS","survey","NW.Hnd","Fold",3,"wilcox","ok"
"1670","MASS","survey","NW.Hnd","Fold",3,"tukey","ok"
"1671","MASS","survey","Pulse","Fold",3,"t pool.sd","ok"
"1672","MASS","survey","Pulse","Fold",3,"t !pool.sd","ok"
"1673","MASS","survey","Pulse","Fold",3,"wilcox","ok"
"1674","MASS","survey","Pulse","Fold",3,"tukey","ok"
"1675","MASS","survey","Height","Fold",3,"t pool.sd","ok"
"1676","MASS","survey","Height","Fold",3,"t !pool.sd","ok"
"1677","MASS","survey","Height","Fold",3,"wilcox","ok"
"1678","MASS","survey","Height","Fold",3,"tukey","ok"
"1679","MASS","survey","Age","Fold",3,"t pool.sd","ok"
"1680","MASS","survey","Age","Fold",3,"t !pool.sd","ok"
"1681","MASS","survey","Age","Fold",3,"wilcox","ok"
"1682","MASS","survey","Age","Fold",3,"tukey","ok"
"1683","MASS","survey","Sex:Female","Fold",3,"prop","ok"
"1684","MASS","survey","Sex:Male","Fold",3,"prop","ok"
"1685","MASS","survey","W.Hnd:Left","Fold",3,"prop","ok"
"1686","MASS","survey","W.Hnd:Right","Fold",3,"prop","ok"
"1687","MASS","survey","Clap:Left","Fold",3,"prop","ok"
"1688","MASS","survey","Clap:Neither","Fold",3,"prop","ok"
"1689","MASS","survey","Clap:Right","Fold",3,"prop","ok"
"1690","MASS","survey","Exer:Freq","Fold",3,"prop","ok"
"1691","MASS","survey","Exer:None","Fold",3,"prop","ok"
"1692","MASS","survey","Exer:Some","Fold",3,"prop","ok"
"1693","MASS","survey","Smoke:Heavy","Fold",3,"prop","ok"
"1694","MASS","survey","Smoke:Never","Fold",3,"prop","ok"
"1695","MASS","survey","Smoke:Occas","Fold",3,"prop","ok"
"1696","MASS","survey","Smoke:Regul","Fold",3,"prop","ok"
"1697","MASS","survey","M.I:Imperial","Fold",3,"prop","ok"
"1698","MASS","survey","M.I:Metric","Fold",3,"prop","ok"
"1699","MASS","survey","Wr.Hnd","Clap",3,"t pool.sd","ok"
"1700","MASS","survey","Wr.Hnd","Clap",3,"t !pool.sd","ok"
"1701","MASS","survey","Wr.Hnd","Clap",3,"wilcox","ok"
"1702","MASS","survey","Wr.Hnd","Clap",3,"tukey","ok"
"1703","MASS","survey","NW.Hnd","Clap",3,"t pool.sd","ok"
"1704","MASS","survey","NW.Hnd","Clap",3,"t !pool.sd","ok"
"1705","MASS","survey","NW.Hnd","Clap",3,"wilcox","ok"
"1706","MASS","survey","NW.Hnd","Clap",3,"tukey","ok"
"1707","MASS","survey","Pulse","Clap",3,"t pool.sd","ok"
"1708","MASS","survey","Pulse","Clap",3,"t !pool.sd","ok"
"1709","MASS","survey","Pulse","Clap",3,"wilcox","ok"
"1710","MASS","survey","Pulse","Clap",3,"tukey","ok"
"1711","MASS","survey","Height","Clap",3,"t pool.sd","ok"
"1712","MASS","survey","Height","Clap",3,"t !pool.sd","ok"
"1713","MASS","survey","Height","Clap",3,"wilcox","ok"
"1714","MASS","survey","Height","Clap",3,"tukey","ok"
"1715","MASS","survey","Age","Clap",3,"t pool.sd","ok"
"1716","MASS","survey","Age","Clap",3,"t !pool.sd","ok"
"1717","MASS","survey","Age","Clap",3,"wilcox","ok"
"1718","MASS","survey","Age","Clap",3,"tukey","ok"
"1719","MASS","survey","Sex:Female","Clap",3,"prop","ok"
"1720","MASS","survey","Sex:Male","Clap",3,"prop","ok"
"1721","MASS","survey","W.Hnd:Left","Clap",3,"prop","ok"
"1722","MASS","survey","W.Hnd:Right","Clap",3,"prop","ok"
"1723","MASS","survey","Fold:L on R","Clap",3,"prop","ok"
"1724","MASS","survey","Fold:Neither","Clap",3,"prop","ok"
"1725","MASS","survey","Fold:R on L","Clap",3,"prop","ok"
"1726","MASS","survey","Exer:Freq","Clap",3,"prop","ok"
"1727","MASS","survey","Exer:None","Clap",3,"prop","ok"
"1728","MASS","survey","Exer:Some","Clap",3,"prop","ok"
"1729","MASS","survey","Smoke:Heavy","Clap",3,"prop","ok"
"1730","MASS","survey","Smoke:Never","Clap",3,"prop","ok"
"1731","MASS","survey","Smoke:Occas","Clap",3,"prop","ok"
"1732","MASS","survey","Smoke:Regul","Clap",3,"prop","ok"
"1733","MASS","survey","M.I:Imperial","Clap",3,"prop","ok"
"1734","MASS","survey","M.I:Metric","Clap",3,"prop","ok"
"1735","MASS","survey","Wr.Hnd","Exer",3,"t pool.sd","ok"
"1736","MASS","survey","Wr.Hnd","Exer",3,"t !pool.sd","ok"
"1737","MASS","survey","Wr.Hnd","Exer",3,"wilcox","ok"
"1738","MASS","survey","Wr.Hnd","Exer",3,"tukey","ok"
"1739","MASS","survey","NW.Hnd","Exer",3,"t pool.sd","ok"
"1740","MASS","survey","NW.Hnd","Exer",3,"t !pool.sd","ok"
"1741","MASS","survey","NW.Hnd","Exer",3,"wilcox","ok"
"1742","MASS","survey","NW.Hnd","Exer",3,"tukey","ok"
"1743","MASS","survey","Pulse","Exer",3,"t pool.sd","ok"
"1744","MASS","survey","Pulse","Exer",3,"t !pool.sd","ok"
"1745","MASS","survey","Pulse","Exer",3,"wilcox","ok"
"1746","MASS","survey","Pulse","Exer",3,"tukey","ok"
"1747","MASS","survey","Height","Exer",3,"t pool.sd","ok"
"1748","MASS","survey","Height","Exer",3,"t !pool.sd","ok"
"1749","MASS","survey","Height","Exer",3,"wilcox","ok"
"1750","MASS","survey","Height","Exer",3,"tukey","ok"
"1751","MASS","survey","Age","Exer",3,"t pool.sd","ok"
"1752","MASS","survey","Age","Exer",3,"t !pool.sd","ok"
"1753","MASS","survey","Age","Exer",3,"wilcox","ok"
"1754","MASS","survey","Age","Exer",3,"tukey","ok"
"1755","MASS","survey","Sex:Female","Exer",3,"prop","ok"
"1756","MASS","survey","Sex:Male","Exer",3,"prop","ok"
"1757","MASS","survey","W.Hnd:Left","Exer",3,"prop","ok"
"1758","MASS","survey","W.Hnd:Right","Exer",3,"prop","ok"
"1759","MASS","survey","Fold:L on R","Exer",3,"prop","ok"
"1760","MASS","survey","Fold:Neither","Exer",3,"prop","ok"
"1761","MASS","survey","Fold:R on L","Exer",3,"prop","ok"
"1762","MASS","survey","Clap:Left","Exer",3,"prop","ok"
"1763","MASS","survey","Clap:Neither","Exer",3,"prop","ok"
"1764","MASS","survey","Clap:Right","Exer",3,"prop","ok"
"1765","MASS","survey","Smoke:Heavy","Exer",3,"prop","ok"
"1766","MASS","survey","Smoke:Never","Exer",3,"prop","ok"
"1767","MASS","survey","Smoke:Occas","Exer",3,"prop","ok"
"1768","MASS","survey","Smoke:Regul","Exer",3,"prop","ok"
"1769","MASS","survey","M.I:Imperial","Exer",3,"prop","ok"
"1770","MASS","survey","M.I:Metric","Exer",3,"prop","ok"
"1771","MASS","survey","Wr.Hnd","Smoke",4,"t pool.sd","ok"
"1772","MASS","survey","Wr.Hnd","Smoke",4,"t !pool.sd","ok"
"1773","MASS","survey","Wr.Hnd","Smoke",4,"wilcox","ok"
"1774","MASS","survey","Wr.Hnd","Smoke",4,"tukey","ok"
"1775","MASS","survey","NW.Hnd","Smoke",4,"t pool.sd","ok"
"1776","MASS","survey","NW.Hnd","Smoke",4,"t !pool.sd","ok"
"1777","MASS","survey","NW.Hnd","Smoke",4,"wilcox","ok"
"1778","MASS","survey","NW.Hnd","Smoke",4,"tukey","ok"
"1779","MASS","survey","Pulse","Smoke",4,"t pool.sd","ok"
"1780","MASS","survey","Pulse","Smoke",4,"t !pool.sd","ok"
"1781","MASS","survey","Pulse","Smoke",4,"wilcox","ok"
"1782","MASS","survey","Pulse","Smoke",4,"tukey","ok"
"1783","MASS","survey","Height","Smoke",4,"t pool.sd","ok"
"1784","MASS","survey","Height","Smoke",4,"t !pool.sd","ok"
"1785","MASS","survey","Height","Smoke",4,"wilcox","ok"
"1786","MASS","survey","Height","Smoke",4,"tukey","ok"
"1787","MASS","survey","Age","Smoke",4,"t pool.sd","ok"
"1788","MASS","survey","Age","Smoke",4,"t !pool.sd","ok"
"1789","MASS","survey","Age","Smoke",4,"wilcox","ok"
"1790","MASS","survey","Age","Smoke",4,"tukey","ok"
"1791","MASS","survey","Sex:Female","Smoke",4,"prop","ok"
"1792","MASS","survey","Sex:Male","Smoke",4,"prop","ok"
"1793","MASS","survey","W.Hnd:Left","Smoke",4,"prop","ok"
"1794","MASS","survey","W.Hnd:Right","Smoke",4,"prop","ok"
"1795","MASS","survey","Fold:L on R","Smoke",4,"prop","ok"
"1796","MASS","survey","Fold:Neither","Smoke",4,"prop","ok"
"1797","MASS","survey","Fold:R on L","Smoke",4,"prop","ok"
"1798","MASS","survey","Clap:Left","Smoke",4,"prop","ok"
"1799","MASS","survey","Clap:Neither","Smoke",4,"prop","ok"
"1800","MASS","survey","Clap:Right","Smoke",4,"prop","ok"
"1801","MASS","survey","Exer:Freq","Smoke",4,"prop","ok"
"1802","MASS","survey","Exer:None","Smoke",4,"prop","ok"
"1803","MASS","survey","Exer:Some","Smoke",4,"prop","ok"
"1804","MASS","survey","M.I:Imperial","Smoke",4,"prop","ok"
"1805","MASS","survey","M.I:Metric","Smoke",4,"prop","ok"
"1806","multcomp","cml","age","treatment",3,"t pool.sd","ok"
"1807","multcomp","cml","age","treatment",3,"t !pool.sd","ok"
"1808","multcomp","cml","age","treatment",3,"wilcox","ok"
"1809","multcomp","cml","age","treatment",3,"tukey","ok"
"1810","multcomp","cml","time","treatment",3,"t pool.sd","ok"
"1811","multcomp","cml","time","treatment",3,"t !pool.sd","ok"
"1812","multcomp","cml","time","treatment",3,"wilcox","ok"
"1813","multcomp","cml","time","treatment",3,"tukey","ok"
"1814","multcomp","cml","sex:0","treatment",3,"prop","ok"
"1815","multcomp","cml","sex:1","treatment",3,"prop","ok"
"1816","multcomp","cml","riskgroup:0","treatment",3,"prop","ok"
"1817","multcomp","cml","riskgroup:1","treatment",3,"prop","ok"
"1818","multcomp","cml","riskgroup:2","treatment",3,"prop","ok"
"1819","multcomp","cml","status:FALSE","treatment",3,"prop","ok"
"1820","multcomp","cml","status:TRUE","treatment",3,"prop","ok"
"1821","multcomp","cml","age","riskgroup",3,"t pool.sd","ok"
"1822","multcomp","cml","age","riskgroup",3,"t !pool.sd","ok"
"1823","multcomp","cml","age","riskgroup",3,"wilcox","ok"
"1824","multcomp","cml","age","riskgroup",3,"tukey","ok"
"1825","multcomp","cml","time","riskgroup",3,"t pool.sd","ok"
"1826","multcomp","cml","time","riskgroup",3,"t !pool.sd","ok"
"1827","multcomp","cml","time","riskgroup",3,"wilcox","ok"
"1828","multcomp","cml","time","riskgroup",3,"tukey","ok"
"1829","multcomp","cml","treatment:trt1","riskgroup",3,"prop","ok"
"1830","multcomp","cml","treatment:trt2","riskgroup",3,"prop","ok"
"1831","multcomp","cml","treatment:trt3","riskgroup",3,"prop","ok"
"1832","multcomp","cml","sex:0","riskgroup",3,"prop","ok"
"1833","multcomp","cml","sex:1","riskgroup",3,"prop","ok"
"1834","multcomp","cml","status:FALSE","riskgroup",3,"prop","ok"
"1835","multcomp","cml","status:TRUE","riskgroup",3,"prop","ok"
"1836","multcomp","litter","weight","dose",4,"t pool.sd","ok"
"1837","multcomp","litter","weight","dose",4,"t !pool.sd","ok"
"1838","multcomp","litter","weight","dose",4,"wilcox","ok"
"1839","multcomp","litter","weight","dose",4,"tukey","ok"
"1840","multcomp","litter","gesttime","dose",4,"t pool.sd","ok"
"1841","multcomp","litter","gesttime","dose",4,"t !pool.sd","ok"
"1842","multcomp","litter","gesttime","dose",4,"wilcox","ok"
"1843","multcomp","litter","gesttime","dose",4,"tukey","ok"
"1844","multcomp","litter","number","dose",4,"t pool.sd","ok"
"1845","multcomp","litter","number","dose",4,"t !pool.sd","ok"
"1846","multcomp","litter","number","dose",4,"wilcox","ok"
"1847","multcomp","litter","number","dose",4,"tukey","ok"
"1848","multcomp","litter","gesttime:21.5","dose",4,"prop","ok"
"1849","multcomp","litter","gesttime:22","dose",4,"prop","ok"
"1850","multcomp","litter","gesttime:22.5","dose",4,"prop","ok"
"1851","multcomp","litter","gesttime:23","dose",4,"prop","ok"
"1852","multcomp","trees513","damage:yes","lattice",36,"prop","ok"
"1853","multcomp","trees513","damage:no","lattice",36,"prop","ok"
"1854","multcomp","trees513","damage:yes","plot",180,"prop","ok"
"1855","multcomp","trees513","damage:no","plot",180,"prop","ok"
"1856","survival","bladder","id","enum",4,"t pool.sd","ok"
"1857","survival","bladder","id","enum",4,"t !pool.sd","ok"
"1858","survival","bladder","id","enum",4,"wilcox","ok"
"1859","survival","bladder","id","enum",4,"tukey","ok"
"1860","survival","bladder","rx","enum",4,"t pool.sd","ok"
"1861","survival","bladder","rx","enum",4,"t !pool.sd","ok"
"1862","survival","bladder","rx","enum",4,"wilcox","ok"
"1863","survival","bladder","rx","enum",4,"tukey","ok"
"1864","survival","bladder","number","enum",4,"t pool.sd","ok"
"1865","survival","bladder","number","enum",4,"t !pool.sd","ok"
"1866","survival","bladder","number","enum",4,"wilcox","ok"
"1867","survival","bladder","number","enum",4,"tukey","ok"
"1868","survival","bladder","size","enum",4,"t pool.sd","ok"
"1869","survival","bladder","size","enum",4,"t !pool.sd","ok"
"1870","survival","bladder","size","enum",4,"wilcox","ok"
"1871","survival","bladder","size","enum",4,"tukey","ok"
"1872","survival","bladder","stop","enum",4,"t pool.sd","ok"
"1873","survival","bladder","stop","enum",4,"t !pool.sd","ok"
"1874","survival","bladder","stop","enum",4,"wilcox","ok"
"1875","survival","bladder","stop","enum",4,"tukey","ok"
"1876","survival","bladder","event","enum",4,"t pool.sd","ok"
"1877","survival","bladder","event","enum",4,"t !pool.sd","ok"
"1878","survival","bladder","event","enum",4,"wilcox","ok"
"1879","survival","bladder","event","enum",4,"tukey","ok"
"1880","survival","bladder","rx:1","enum",4,"prop","ok"
"1881","survival","bladder","rx:2","enum",4,"prop","ok"
"1882","survival","bladder","event:0","enum",4,"prop","ok"
"1883","survival","bladder","event:1","enum",4,"prop","ok"
"1884","survival","bladder1","id","treatment",3,"t pool.sd","ok"
"1885","survival","bladder1","id","treatment",3,"t !pool.sd","ok"
"1886","survival","bladder1","id","treatment",3,"wilcox","ok"
"1887","survival","bladder1","id","treatment",3,"tukey","ok"
"1888","survival","bladder1","number","treatment",3,"t pool.sd","ok"
"1889","survival","bladder1","number","treatment",3,"t !pool.sd","ok"
"1890","survival","bladder1","number","treatment",3,"wilcox","ok"
"1891","survival","bladder1","number","treatment",3,"tukey","ok"
"1892","survival","bladder1","size","treatment",3,"t pool.sd","ok"
"1893","survival","bladder1","size","treatment",3,"t !pool.sd","ok"
"1894","survival","bladder1","size","treatment",3,"wilcox","ok"
"1895","survival","bladder1","size","treatment",3,"tukey","ok"
"1896","survival","bladder1","recur","treatment",3,"t pool.sd","ok"
"1897","survival","bladder1","recur","treatment",3,"t !pool.sd","ok"
"1898","survival","bladder1","recur","treatment",3,"wilcox","ok"
"1899","survival","bladder1","recur","treatment",3,"tukey","ok"
"1900","survival","bladder1","start","treatment",3,"t pool.sd","ok"
"1901","survival","bladder1","start","treatment",3,"t !pool.sd","ok"
"1902","survival","bladder1","start","treatment",3,"wilcox","ok"
"1903","survival","bladder1","start","treatment",3,"tukey","ok"
"1904","survival","bladder1","stop","treatment",3,"t pool.sd","ok"
"1905","survival","bladder1","stop","treatment",3,"t !pool.sd","ok"
"1906","survival","bladder1","stop","treatment",3,"wilcox","ok"
"1907","survival","bladder1","stop","treatment",3,"tukey","ok"
"1908","survival","bladder1","status","treatment",3,"t pool.sd","ok"
"1909","survival","bladder1","status","treatment",3,"t !pool.sd","ok"
"1910","survival","bladder1","status","treatment",3,"wilcox","ok"
"1911","survival","bladder1","status","treatment",3,"tukey","ok"
"1912","survival","bladder1","enum","treatment",3,"t pool.sd","ok"
"1913","survival","bladder1","enum","treatment",3,"t !pool.sd","ok"
"1914","survival","bladder1","enum","treatment",3,"wilcox","ok"
"1915","survival","bladder1","enum","treatment",3,"tukey","ok"
"1916","survival","bladder1","status:0","treatment",3,"prop","ok"
"1917","survival","bladder1","status:1","treatment",3,"prop","ok"
"1918","survival","bladder1","status:2","treatment",3,"prop","ok"
"1919","survival","bladder1","status:3","treatment",3,"prop","ok"
"1920","survival","bladder2","id","enum",4,"t pool.sd","ok"
"1921","survival","bladder2","id","enum",4,"t !pool.sd","ok"
"1922","survival","bladder2","id","enum",4,"wilcox","ok"
"1923","survival","bladder2","id","enum",4,"tukey","ok"
"1924","survival","bladder2","rx","enum",4,"t pool.sd","ok"
"1925","survival","bladder2","rx","enum",4,"t !pool.sd","ok"
"1926","survival","bladder2","rx","enum",4,"wilcox","ok"
"1927","survival","bladder2","rx","enum",4,"tukey","ok"
"1928","survival","bladder2","number","enum",4,"t pool.sd","ok"
"1929","survival","bladder2","number","enum",4,"t !pool.sd","ok"
"1930","survival","bladder2","number","enum",4,"wilcox","ok"
"1931","survival","bladder2","number","enum",4,"tukey","ok"
"1932","survival","bladder2","size","enum",4,"t pool.sd","ok"
"1933","survival","bladder2","size","enum",4,"t !pool.sd","ok"
"1934","survival","bladder2","size","enum",4,"wilcox","ok"
"1935","survival","bladder2","size","enum",4,"tukey","ok"
"1936","survival","bladder2","start","enum",4,"t pool.sd","ok"
"1937","survival","bladder2","start","enum",4,"t !pool.sd","ok"
"1938","survival","bladder2","start","enum",4,"wilcox","ok"
"1939","survival","bladder2","start","enum",4,"tukey","ok"
"1940","survival","bladder2","stop","enum",4,"t pool.sd","ok"
"1941","survival","bladder2","stop","enum",4,"t !pool.sd","ok"
"1942","survival","bladder2","stop","enum",4,"wilcox","ok"
"1943","survival","bladder2","stop","enum",4,"tukey","ok"
"1944","survival","bladder2","event","enum",4,"t pool.sd","ok"
"1945","survival","bladder2","event","enum",4,"t !pool.sd","ok"
"1946","survival","bladder2","event","enum",4,"wilcox","ok"
"1947","survival","bladder2","event","enum",4,"tukey","ok"
"1948","survival","bladder2","rx:1","enum",4,"prop","ok"
"1949","survival","bladder2","rx:2","enum",4,"prop","ok"
"1950","survival","bladder2","event:0","enum",4,"prop","ok"
"1951","survival","bladder2","event:1","enum",4,"prop","ok"
"1952","survival","cgd","id","hos.cat",4,"t pool.sd","ok"
"1953","survival","cgd","id","hos.cat",4,"t !pool.sd","ok"
"1954","survival","cgd","id","hos.cat",4,"wilcox","ok"
"1955","survival","cgd","id","hos.cat",4,"tukey","ok"
"1956","survival","cgd","age","hos.cat",4,"t pool.sd","ok"
"1957","survival","cgd","age","hos.cat",4,"t !pool.sd","ok"
"1958","survival","cgd","age","hos.cat",4,"wilcox","ok"
"1959","survival","cgd","age","hos.cat",4,"tukey","ok"
"1960","survival","cgd","height","hos.cat",4,"t pool.sd","ok"
"1961","survival","cgd","height","hos.cat",4,"t !pool.sd","ok"
"1962","survival","cgd","height","hos.cat",4,"wilcox","ok"
"1963","survival","cgd","height","hos.cat",4,"tukey","ok"
"1964","survival","cgd","weight","hos.cat",4,"t pool.sd","ok"
"1965","survival","cgd","weight","hos.cat",4,"t !pool.sd","ok"
"1966","survival","cgd","weight","hos.cat",4,"wilcox","ok"
"1967","survival","cgd","weight","hos.cat",4,"tukey","ok"
"1968","survival","cgd","steroids","hos.cat",4,"t pool.sd","ok"
"1969","survival","cgd","steroids","hos.cat",4,"t !pool.sd","ok"
"1970","survival","cgd","steroids","hos.cat",4,"wilcox","ok"
"1971","survival","cgd","steroids","hos.cat",4,"tukey","ok"
"1972","survival","cgd","propylac","hos.cat",4,"t pool.sd","ok"
"1973","survival","cgd","propylac","hos.cat",4,"t !pool.sd","ok"
"1974","survival","cgd","propylac","hos.cat",4,"wilcox","ok"
"1975","survival","cgd","propylac","hos.cat",4,"tukey","ok"
"1976","survival","cgd","tstart","hos.cat",4,"t pool.sd","ok"
"1977","survival","cgd","tstart","hos.cat",4,"t !pool.sd","ok"
"1978","survival","cgd","tstart","hos.cat",4,"wilcox","ok"
"1979","survival","cgd","tstart","hos.cat",4,"tukey","ok"
"1980","survival","cgd","enum","hos.cat",4,"t pool.sd","ok"
"1981","survival","cgd","enum","hos.cat",4,"t !pool.sd","ok"
"1982","survival","cgd","enum","hos.cat",4,"wilcox","ok"
"1983","survival","cgd","enum","hos.cat",4,"tukey","ok"
"1984","survival","cgd","tstop","hos.cat",4,"t pool.sd","ok"
"1985","survival","cgd","tstop","hos.cat",4,"t !pool.sd","ok"
"1986","survival","cgd","tstop","hos.cat",4,"wilcox","ok"
"1987","survival","cgd","tstop","hos.cat",4,"tukey","ok"
"1988","survival","cgd","status","hos.cat",4,"t pool.sd","ok"
"1989","survival","cgd","status","hos.cat",4,"t !pool.sd","ok"
"1990","survival","cgd","status","hos.cat",4,"wilcox","ok"
"1991","survival","cgd","status","hos.cat",4,"tukey","ok"
"1992","survival","cgd","treat:placebo","hos.cat",4,"prop","ok"
"1993","survival","cgd","treat:rIFN-g","hos.cat",4,"prop","ok"
"1994","survival","cgd","sex:male","hos.cat",4,"prop","ok"
"1995","survival","cgd","sex:female","hos.cat",4,"prop","ok"
"1996","survival","cgd","inherit:X-linked","hos.cat",4,"prop","ok"
"1997","survival","cgd","inherit:autosomal","hos.cat",4,"prop","ok"
"1998","survival","cgd","steroids:0","hos.cat",4,"prop","ok"
"1999","survival","cgd","steroids:1","hos.cat",4,"prop","ok"
"2000","survival","cgd","propylac:0","hos.cat",4,"prop","ok"
"2001","survival","cgd","propylac:1","hos.cat",4,"prop","ok"
"2002","survival","cgd","status:0","hos.cat",4,"prop","ok"
"2003","survival","cgd","status:1","hos.cat",4,"prop","ok"
"2004","survival","colon","id","rx",3,"t pool.sd","ok"
"2005","survival","colon","id","rx",3,"t !pool.sd","ok"
"2006","survival","colon","id","rx",3,"wilcox","ok"
"2007","survival","colon","id","rx",3,"tukey","ok"
"2008","survival","colon","study","rx",3,"t pool.sd","ok"
"2009","survival","colon","study","rx",3,"t !pool.sd","data are essentially constant"
"2010","survival","colon","study","rx",3,"wilcox","ok"
"2011","survival","colon","study","rx",3,"tukey","ok"
"2012","survival","colon","sex","rx",3,"t pool.sd","ok"
"2013","survival","colon","sex","rx",3,"t !pool.sd","ok"
"2014","survival","colon","sex","rx",3,"wilcox","ok"
"2015","survival","colon","sex","rx",3,"tukey","ok"
"2016","survival","colon","age","rx",3,"t pool.sd","ok"
"2017","survival","colon","age","rx",3,"t !pool.sd","ok"
"2018","survival","colon","age","rx",3,"wilcox","ok"
"2019","survival","colon","age","rx",3,"tukey","ok"
"2020","survival","colon","obstruct","rx",3,"t pool.sd","ok"
"2021","survival","colon","obstruct","rx",3,"t !pool.sd","ok"
"2022","survival","colon","obstruct","rx",3,"wilcox","ok"
"2023","survival","colon","obstruct","rx",3,"tukey","ok"
"2024","survival","colon","perfor","rx",3,"t pool.sd","ok"
"2025","survival","colon","perfor","rx",3,"t !pool.sd","ok"
"2026","survival","colon","perfor","rx",3,"wilcox","ok"
"2027","survival","colon","perfor","rx",3,"tukey","ok"
"2028","survival","colon","adhere","rx",3,"t pool.sd","ok"
"2029","survival","colon","adhere","rx",3,"t !pool.sd","ok"
"2030","survival","colon","adhere","rx",3,"wilcox","ok"
"2031","survival","colon","adhere","rx",3,"tukey","ok"
"2032","survival","colon","nodes","rx",3,"t pool.sd","ok"
"2033","survival","colon","nodes","rx",3,"t !pool.sd","ok"
"2034","survival","colon","nodes","rx",3,"wilcox","ok"
"2035","survival","colon","nodes","rx",3,"tukey","ok"
"2036","survival","colon","status","rx",3,"t pool.sd","ok"
